area_name,municipality_name,region_type,Health_GP_Distance_km,Health_GP_Count_Within_1km,Health_GP_Count_Within_3km,Health_GP_Count_Within_5km,Health_GP_after_hours_Distance_km,Health_Pharmacy_Distance_km,Health_Hospital_incl_Distance_km,Health_Hospital_incl_Count_Within_5km,Health_Hospital_incl_Count_Within_10km,Health_Hospital_incl_Count_Within_20km,Health_Hospital_excl_Distance_km,Health_Hospital_excl_Count_Within_5km,Health_Hospital_excl_Count_Within_10km,Health_Hospital_excl_Count_Within_20km,Retail_Daily_grocery_Distance_to_large_supermarket_km,Retail_Daily_grocery_Count_large_supermarketen_Within_1_km_count,Retail_Daily_grocery_Count_large_supermarketen_Within_3_km_count,Retail_Daily_grocery_Count_large_supermarketen_Within_5_km_count,Retail_Daily_grocery_Distance_to_other_daily_goods_km,Retail_Daily_grocery_Count_overige_dagelijkse_levensmiddelen_Within_1_km_count,Retail_Daily_grocery_Count_overige_dagelijkse_levensmiddelen_Within_3_km_count,Retail_Daily_grocery_Count_overige_dagelijkse_levensmiddelen_Within_5_km_count,Hospitality_Cafes_Distance_to_café_e.d._km,Hospitality_Cafes_Count_cafés_e.d._Within_1_km_count,Hospitality_Cafes_Count_cafés_e.d._Within_3_km_count,Hospitality_Cafes_Count_cafés_e.d._Within_5_km_count,Hospitality_Cafeterias_Distance_to_cafetaria_e.d._km,Hospitality_Cafeterias_Count_cafetaria's_e.d._Within_1_km_count,Hospitality_Cafeterias_Count_cafetaria's_e.d._Within_3_km_count,Hospitality_Cafeterias_Count_cafetaria's_e.d._Within_5_km_count,Hospitality_Restaurants_Distance_to_restaurant_km,Hospitality_Restaurants_Count_restaurants_Within_1_km_count,Hospitality_Restaurants_Count_restaurants_Within_3_km_count,Hospitality_Restaurants_Count_restaurants_Within_5_km_count,Traffic_transport_Distance_to_highway_ramp_km,Traffic_transport_Train_stations_Distance_to_treinstations_totaal_km,Traffic_transport_Train_stations_Distance_to_belangrijk_overstapstation_km,Leisure_culture_Distance_to_bibliotheek_km,Leisure_culture_Sport_Distance_to_indoor_pool_km,Leisure_culture_Sport_Distance_to_ice_rink_km,Leisure_culture_Museum_Distance_to_museum_km,Leisure_culture_Museum_Count_musea_Within_5_km_count,Leisure_culture_Museum_Count_musea_Within_10_km_count,Leisure_culture_Museum_Count_musea_Within_20_km_count,Leisure_culture_Performing_arts_(excl._festivals)_Distance_to_podiumkunsten_totaal_km,Leisure_culture_Performing_arts_(excl._festivals)_Count_podiumkunsten_totaal_Within_5_km_count,Leisure_culture_Performing_arts_(excl._festivals)_Count_podiumkunsten_totaal_Within_10_km_count,Leisure_culture_Performing_arts_(excl._festivals)_Count_podiumkunsten_totaal_Within_20_km_count,Leisure_culture_Performing_arts_(excl._festivals)_Distance_to_music_venue_km,Leisure_culture_Cinema_Distance_to_bioscoop_km,Leisure_culture_Cinema_Count_bioscopen_Within_5_km_count,Leisure_culture_Cinema_Count_bioscopen_Within_10_km_count,Leisure_culture_Cinema_Count_bioscopen_Within_20_km_count,Leisure_culture_Recreation_Distance_to_sauna_km,Leisure_culture_Recreation_Distance_to_tanning_bed_km,Leisure_culture_Recreation_Distance_to_attraction_km,Leisure_culture_Recreation_Count_attractions_Within_10_km_count,Leisure_culture_Recreation_Count_attractions_Within_20_km_count,Leisure_culture_Recreation_Count_attractions_Within_50_km_count,district_x,Name_clean_x,match,GEBIED_NAAM,18_en_ouder,18_tot_65,65_en_ouder,area_name_normalized,district_y,Name_clean_y
Scheldebuurt-Oost,Amsterdam                               ,Buurt     ,0.2,7.1,38.7,98.9,2.7,0.4,2.7,3.0,8.0,11.3,2.7,2.0,7.0,8.0,0.4,8.9,49.7,132.6,0.3,36.9,245.9,787.2,0.3,8.0,108.6,533.6,0.3,18.9,185.2,698.1,0.2,50.7,526.4,1707.0,1.4,1.4,3.4,1.3,0.9,3.9,1.5,39.8,49.0,60.0,1.2,31.9,52.0,59.0,1.3,1.8,8.0,15.0,18.0,3.3,0.6,3.3,7.6,12.0,62.0,Amsterdam Zuid,scheldebuurtoost,scheldebuurt oost,Scheldebuurt Oost,75.1,77.8,59.4,scheldebuurt oost,Amsterdam Zuid,scheldebuurt oost
Veluwebuurt,Amsterdam                               ,Buurt     ,0.8,2.1,20.0,79.4,3.5,0.9,3.5,2.6,7.6,12.2,3.5,2.0,6.6,8.3,0.8,2.5,34.3,114.3,1.0,7.2,149.1,609.7,1.0,1.1,51.9,359.2,0.4,4.2,111.7,507.9,0.6,12.9,292.5,1314.0,1.0,1.1,3.3,2.2,0.4,4.7,2.2,31.5,49.0,58.1,1.2,27.8,52.0,59.0,2.2,2.4,7.2,15.0,18.0,2.9,1.0,2.9,6.1,12.0,62.0,Amsterdam Zuid,veluwebuurt,veluwebuurt,Veluwebuurt,66.8,70.8,51.9,veluwebuurt,Amsterdam Zuid,veluwebuurt
Kop Zuidas,Amsterdam                               ,Buurt     ,0.9,0.7,21.4,76.0,3.8,1.0,3.4,2.4,7.0,12.5,3.4,2.0,6.0,8.7,0.6,1.3,34.1,108.8,1.0,1.7,157.7,578.1,1.2,0.0,52.0,327.4,0.5,1.9,111.5,474.3,0.4,10.5,297.1,1261.0,0.7,0.8,3.0,2.2,0.6,5.0,2.2,30.2,49.0,59.3,1.0,28.3,52.0,59.0,2.5,2.2,7.6,15.0,18.0,2.6,1.0,2.6,6.6,12.3,62.0,Amsterdam Zuid,kop zuidas,kop zuidas,Kop Zuidas,79.3,80.1,70.9,kop zuidas,Amsterdam Zuid,kop zuidas
IJselbuurt,Amsterdam                               ,Wijk      ,0.5,6.1,41.6,101.2,2.4,0.7,2.4,2.9,8.0,11.3,2.4,1.9,7.0,8.3,0.5,7.3,51.0,133.5,0.3,27.7,253.4,796.5,0.5,7.5,129.8,542.3,0.3,17.1,198.3,709.3,0.5,42.7,576.0,1720.0,1.8,1.4,3.5,1.1,1.4,3.8,1.5,40.1,49.0,60.1,1.1,32.4,52.5,58.7,1.1,1.8,7.9,15.0,17.8,3.5,0.5,3.1,7.4,12.0,62.0,Amsterdam Zuid,ijselbuurt,ijselbuurt oost,IJselbuurt Oost,69.3,72.7,50.9,ijselbuurt oost,Amsterdam Zuid,ijselbuurt oost
IJselbuurt-West,Amsterdam                               ,Buurt     ,0.5,6.6,39.2,103.0,2.6,0.6,2.6,3.0,8.0,11.1,2.6,2.0,7.0,8.1,0.5,8.8,50.3,136.3,0.2,38.4,263.2,810.0,0.3,9.5,134.1,552.2,0.2,19.4,202.7,717.0,0.4,56.2,601.8,1749.0,1.6,1.6,3.1,1.2,1.2,4.1,1.2,40.1,49.0,60.0,1.2,32.1,52.3,59.0,1.2,1.5,8.0,15.0,18.0,3.5,0.6,3.2,7.8,12.0,62.0,Amsterdam Zuid,ijselbuurtwest,ijselbuurt west,IJselbuurt West,66.5,70.1,49.6,ijselbuurt west,Amsterdam Zuid,ijselbuurt west
IJselbuurt-Oost,Amsterdam                               ,Buurt     ,0.5,5.7,43.6,99.7,2.3,0.8,2.3,2.8,8.0,11.4,2.3,1.8,7.0,8.4,0.5,6.1,51.6,131.2,0.4,18.9,245.3,785.4,0.6,5.9,126.2,534.1,0.3,15.2,194.6,703.0,0.5,31.6,554.7,1697.0,2.0,1.1,3.8,1.0,1.5,3.5,1.7,40.0,49.0,60.1,1.0,32.6,52.7,58.4,1.0,2.1,7.9,15.0,17.6,3.5,0.4,3.0,7.0,12.0,62.0,Amsterdam Zuid,ijselbuurtoost,ijselbuurt oost,IJselbuurt Oost,69.3,72.7,50.9,ijselbuurt oost,Amsterdam Zuid,ijselbuurt oost
Rijnbuurt,Amsterdam                               ,Wijk      ,0.4,5.0,31.4,91.2,3.0,0.4,3.0,3.0,8.0,11.7,3.0,2.0,7.0,8.0,0.4,5.6,41.7,125.8,0.4,18.5,202.5,727.9,0.4,3.9,83.3,473.7,0.4,10.5,151.3,633.2,0.3,27.8,420.0,1558.0,1.4,1.4,3.7,1.6,0.9,4.0,1.9,37.0,49.0,59.8,1.3,30.7,52.0,58.9,1.6,2.2,7.5,15.0,17.9,3.4,0.8,3.3,6.9,12.0,62.0,Amsterdam Zuid,rijnbuurt,rijnbuurt midden,Rijnbuurt Midden,72.3,75.9,52.5,rijnbuurt midden,Amsterdam Zuid,rijnbuurt midden
Kromme Mijdrechtbuurt,Amsterdam                               ,Buurt     ,0.2,6.1,39.2,95.6,2.6,0.5,2.6,2.9,8.0,11.3,2.6,1.9,7.0,8.0,0.4,6.2,46.6,128.1,0.4,19.0,221.6,759.7,0.3,5.6,99.9,506.0,0.3,14.2,169.4,672.4,0.2,30.4,476.9,1631.0,1.7,1.2,3.8,1.3,1.2,3.6,1.9,39.0,49.0,60.0,1.3,31.4,52.1,58.6,1.3,2.2,7.5,15.0,17.7,3.5,0.7,3.2,7.0,12.0,62.0,Amsterdam Zuid,kromme mijdrechtbuurt,kromme mijdrechtbuurt,Kromme Mijdrechtbuurt,66.7,70.2,50.1,kromme mijdrechtbuurt,Amsterdam Zuid,kromme mijdrechtbuurt
Rijnbuurt-West,Amsterdam                               ,Buurt     ,0.3,3.7,26.3,90.3,3.3,0.4,3.3,3.0,8.0,11.9,3.3,2.0,7.0,8.2,0.5,5.0,40.7,127.3,0.5,25.4,199.7,712.3,0.7,2.8,69.7,448.4,0.5,8.6,148.2,605.9,0.4,34.0,387.0,1531.0,1.1,1.1,3.2,2.0,0.6,4.5,1.6,34.0,49.0,60.0,0.9,30.4,52.0,59.0,2.0,1.9,8.0,15.0,18.0,2.9,0.5,3.0,7.1,12.0,62.0,Amsterdam Zuid,rijnbuurtwest,rijnbuurt west,Rijnbuurt West,55.3,58.5,46.3,rijnbuurt west,Amsterdam Zuid,rijnbuurt west
Rijnbuurt-Midden,Amsterdam                               ,Buurt     ,0.5,5.3,29.6,90.7,3.1,0.5,3.1,3.0,8.0,11.9,3.1,2.0,7.0,8.0,0.5,5.9,40.3,126.1,0.4,19.4,201.6,728.8,0.4,4.1,81.9,471.6,0.4,10.3,148.7,631.6,0.2,27.2,417.1,1559.0,1.3,1.4,3.6,1.7,0.6,4.2,1.9,37.1,49.0,59.6,1.2,30.6,52.0,59.0,1.7,2.2,7.6,15.0,18.0,3.3,0.9,3.3,6.7,12.0,62.0,Amsterdam Zuid,rijnbuurtmidden,rijnbuurt midden,Rijnbuurt Midden,72.3,75.9,52.5,rijnbuurt midden,Amsterdam Zuid,rijnbuurt midden
Rijnbuurt-Oost,Amsterdam                               ,Buurt     ,0.4,4.5,29.6,88.8,2.9,0.4,2.9,3.0,8.0,11.9,2.9,2.0,7.0,8.0,0.4,5.2,39.7,123.3,0.2,13.6,190.7,714.7,0.3,3.1,79.5,467.3,0.3,8.7,141.4,622.7,0.3,22.9,398.1,1522.0,1.4,1.5,4.0,1.6,1.0,3.9,2.1,37.3,49.0,59.7,1.5,30.5,52.0,59.0,1.6,2.4,7.2,15.0,18.0,3.6,1.0,3.5,7.0,12.0,62.0,Amsterdam Zuid,rijnbuurtoost,rijnbuurt oost,Rijnbuurt Oost,72.3,75.6,52.5,rijnbuurt oost,Amsterdam Zuid,rijnbuurt oost
Prinses Irenebuurt e.o.,Amsterdam                               ,Wijk      ,0.6,1.3,29.0,96.0,4.2,0.7,2.2,3.9,6.5,14.0,2.2,2.9,5.5,10.0,0.7,2.1,46.2,129.1,0.6,14.3,238.2,728.4,0.8,1.3,79.2,446.1,0.4,9.4,161.3,606.8,0.4,19.5,488.2,1545.0,2.0,0.9,0.9,1.5,2.5,6.4,2.1,28.7,48.5,62.1,0.4,29.9,50.3,61.6,2.2,2.3,8.1,14.9,19.0,1.5,0.8,2.7,7.0,13.0,62.1,Amsterdam Zuid,prinses irenebuurt eo,prinses irenebuurt,Prinses Irenebuurt,77.5,81.4,68.3,prinses irenebuurt,Amsterdam Zuid,prinses irenebuurt
Prinses Irenebuurt,Amsterdam                               ,Buurt     ,0.6,1.3,29.0,96.0,4.2,0.7,2.2,3.9,6.5,14.0,2.2,2.9,5.5,10.0,0.7,2.1,46.2,129.1,0.6,14.3,238.2,728.4,0.8,1.3,79.2,446.1,0.4,9.4,161.3,606.8,0.4,19.5,488.2,1545.0,2.0,0.9,0.9,1.5,2.5,6.4,2.1,28.7,48.5,62.1,0.4,29.9,50.3,61.6,2.2,2.3,8.1,14.9,19.0,1.5,0.8,2.7,7.0,13.0,62.1,Amsterdam Zuid,prinses irenebuurt,prinses irenebuurt,Prinses Irenebuurt,77.5,81.4,68.3,prinses irenebuurt,Amsterdam Zuid,prinses irenebuurt
Zuidas,Amsterdam                               ,Wijk      ,0.6,1.3,21.3,71.4,4.8,0.6,2.1,2.0,6.9,13.1,2.1,1.9,5.9,9.1,0.5,2.3,32.7,99.2,0.6,5.0,157.3,526.2,0.5,1.1,33.2,280.4,0.1,11.1,91.0,409.8,0.2,17.1,266.3,1172.0,1.2,1.1,1.4,1.1,2.7,6.6,2.8,15.7,47.4,60.0,1.2,24.2,48.9,59.9,2.8,2.9,7.0,14.1,18.4,0.8,1.5,2.1,6.9,12.6,62.2,Amsterdam Zuid,zuidas,kop zuidas,Kop Zuidas,79.3,80.1,70.9,kop zuidas,Amsterdam Zuid,kop zuidas
Zuidas-Noord,Amsterdam                               ,Buurt     ,1.0,0.3,20.2,79.4,4.7,1.2,1.6,3.0,6.4,13.7,1.6,2.6,5.4,9.7,0.8,0.7,29.5,110.2,0.4,4.3,157.7,578.9,0.7,1.6,37.3,300.9,0.1,6.3,97.7,446.0,0.1,13.0,279.9,1213.0,1.1,1.5,1.5,1.3,3.3,7.2,2.8,16.8,47.4,64.6,1.3,25.3,48.5,61.9,2.2,3.1,6.2,13.8,18.7,1.8,1.3,3.3,6.4,12.7,63.2,Amsterdam Zuid,zuidasnoord,zuidas noord,Zuidas Noord,79.1,79.7,69.2,zuidas noord,Amsterdam Zuid,zuidas noord
Zuidas-Zuid,Amsterdam                               ,Buurt     ,0.2,2.2,21.8,72.8,4.9,0.2,2.1,1.8,7.0,13.1,2.1,1.8,6.0,9.1,0.2,3.2,33.6,100.0,0.3,6.8,163.6,546.1,0.4,1.0,33.7,298.3,0.1,15.2,92.6,422.1,0.0,22.6,283.8,1216.0,1.6,1.1,1.1,1.0,2.9,6.8,2.8,15.9,47.3,60.4,1.1,25.4,49.0,60.0,2.7,3.0,7.4,14.0,18.6,0.3,1.4,1.9,7.0,12.9,62.0,Amsterdam Zuid,zuidaszuid,zuidas zuid,Zuidas Zuid,76.6,76.9,72.3,zuidas zuid,Amsterdam Zuid,zuidas zuid
Vivaldi,Amsterdam                               ,Buurt     ,1.0,0.5,21.6,68.0,4.6,1.0,2.3,2.1,7.0,13.0,2.3,2.0,6.0,9.0,0.9,1.4,33.0,95.9,0.9,2.7,152.8,489.3,0.7,1.0,32.7,258.6,0.2,7.3,88.9,388.8,0.6,11.1,246.2,1123.0,0.7,0.8,1.7,1.1,2.0,5.9,2.8,15.9,47.6,58.0,1.2,22.7,49.0,59.1,3.3,2.7,7.1,14.5,18.0,1.2,1.5,1.9,7.0,12.1,62.0,Amsterdam Zuid,vivaldi,vivaldi,Vivaldi,73.3,73.4,70.0,vivaldi,Amsterdam Zuid,vivaldi
Buitenveldert-West,Amsterdam                               ,Wijk      ,0.5,1.8,12.6,48.3,5.0,0.5,1.8,1.4,6.7,13.2,1.8,1.4,5.7,9.2,0.4,4.0,23.3,70.3,0.4,16.9,86.8,345.5,0.8,1.3,10.9,119.0,0.5,5.4,54.4,248.4,0.3,14.1,141.0,695.6,1.6,2.1,2.2,1.1,3.6,7.5,3.5,7.0,46.3,57.8,1.9,14.9,48.8,59.5,3.4,4.2,2.1,13.1,18.5,1.4,2.6,1.6,6.9,12.6,62.7,Amsterdam Zuid,buitenveldertwest,buitenveldert zuidwest,Buitenveldert Zuidwest,67.5,74.4,53.9,buitenveldert zuidwest,Amsterdam Zuid,buitenveldert zuidwest
Amsterdamse Bos,Amsterdam                               ,Buurt     ,1.6,0.0,4.7,27.9,6.6,1.9,1.7,1.0,5.9,13.4,1.7,1.0,5.0,9.4,2.0,0.0,8.4,42.5,1.8,0.0,25.1,187.4,1.7,0.0,8.5,42.0,2.0,0.0,29.2,113.3,0.8,0.4,55.0,349.2,1.6,3.3,3.4,2.9,5.3,9.5,4.8,1.8,44.3,58.3,3.6,9.0,44.2,60.1,3.7,5.4,0.3,12.0,18.8,2.5,3.4,4.1,5.9,13.2,62.0,Other,amsterdamse bos,amsterdamse bos,Amsterdamse Bos,74.3,75.9,70.8,amsterdamse bos,Other,amsterdamse bos
Buitenveldert-West-Midden,Amsterdam                               ,Buurt     ,0.7,2.0,11.5,53.3,5.4,0.8,1.0,1.0,6.5,13.9,1.0,1.0,5.5,9.9,0.8,3.0,24.5,75.1,0.6,13.3,91.9,379.7,0.5,1.4,13.9,128.7,0.7,4.2,60.2,273.4,0.4,9.6,149.1,747.4,1.0,1.9,1.9,1.3,3.9,7.8,3.7,7.1,46.1,60.3,2.3,13.5,48.7,60.0,3.0,4.1,1.3,13.0,19.0,1.2,2.5,2.3,6.9,13.0,63.5,Amsterdam Zuid,buitenveldertwestmidden,buitenveldert west midden,Buitenveldert West Midden,70.2,75.8,60.3,buitenveldert west midden,Amsterdam Zuid,buitenveldert west midden
Gelderlandpleinbuurt,Amsterdam                               ,Buurt     ,0.4,1.7,14.4,58.8,5.3,0.4,1.7,1.0,7.0,13.2,1.7,1.0,6.0,9.2,0.4,5.5,26.7,86.5,0.3,23.4,104.9,429.2,0.6,1.4,14.4,198.4,0.3,9.6,64.2,331.8,0.3,18.0,169.0,957.7,1.4,1.6,1.7,0.4,3.0,6.9,3.3,10.1,46.9,59.1,1.6,20.8,49.0,59.6,3.3,3.5,4.3,13.4,18.6,1.1,2.0,1.6,7.0,12.9,62.6,Amsterdam Zuid,gelderlandpleinbuurt,gelderlandpleinbuurt,Gelderlandpleinbuurt,67.3,71.9,54.8,gelderlandpleinbuurt,Amsterdam Zuid,gelderlandpleinbuurt
Buitenveldert-Zuidwest,Amsterdam                               ,Buurt     ,0.5,1.8,12.1,41.1,4.8,0.5,1.5,1.7,6.1,13.4,1.5,1.7,5.1,9.4,0.3,2.7,22.0,61.0,0.5,10.0,82.2,289.9,0.7,1.8,10.1,67.8,0.6,2.4,52.2,190.0,0.3,9.8,134.6,525.1,1.6,2.5,2.5,1.7,4.2,8.1,3.1,4.7,46.0,58.1,1.9,11.1,48.6,59.7,3.1,4.8,0.7,13.0,18.7,1.2,2.9,1.9,6.9,13.0,63.3,Amsterdam Zuid,buitenveldertzuidwest,buitenveldert zuidwest,Buitenveldert Zuidwest,67.5,74.4,53.9,buitenveldert zuidwest,Amsterdam Zuid,buitenveldert zuidwest
Buitenveldert-Oost,Amsterdam                               ,Wijk      ,0.9,0.7,13.3,48.0,5.2,0.7,2.7,1.3,7.0,12.4,2.7,1.3,6.0,8.4,0.3,4.1,23.8,70.3,0.4,15.0,89.6,346.2,1.5,0.1,11.3,131.7,0.3,4.6,53.2,258.4,0.3,12.5,143.7,735.0,1.1,1.5,2.7,1.0,2.6,6.5,3.5,7.7,46.8,54.7,2.0,16.5,49.0,59.0,3.9,3.4,2.4,13.5,18.0,2.1,2.3,0.8,6.4,11.4,61.8,Amsterdam Zuid,buitenveldertoost,buitenveldert zuidoost,Buitenveldert Zuidoost,70.8,73.5,61.1,buitenveldert zuidoost,Amsterdam Zuid,buitenveldert zuidoost
De Klenckebuurt,Amsterdam                               ,Buurt     ,0.9,0.9,17.5,56.4,5.0,0.8,2.3,1.6,7.0,12.7,2.3,1.6,6.0,8.7,0.6,3.7,26.5,83.4,0.7,13.2,112.5,409.2,1.0,0.6,17.0,187.2,0.4,6.5,63.4,314.4,0.5,12.3,178.6,924.9,1.0,1.2,2.1,0.8,2.4,6.3,3.1,10.4,47.2,56.6,1.7,19.1,49.0,59.0,3.6,3.1,4.2,13.8,18.0,1.6,1.9,1.5,6.8,11.9,62.0,Amsterdam Zuid,de klenckebuurt,de klenckebuurt,De Klenckebuurt,70.9,74.9,62.0,de klenckebuurt,Amsterdam Zuid,de klenckebuurt
Buitenveldert-Oost-Midden,Amsterdam                               ,Buurt     ,0.8,0.9,15.9,54.8,4.9,0.7,2.5,1.6,7.0,12.7,2.5,1.6,6.0,8.7,0.3,5.2,27.7,79.8,0.3,18.8,110.6,391.0,1.4,0.0,16.4,172.2,0.3,5.1,62.2,295.5,0.3,10.4,170.4,885.2,0.7,1.1,2.5,0.8,2.2,6.1,3.1,9.6,47.1,55.2,1.7,20.3,49.0,59.0,3.6,3.0,3.4,13.9,18.0,1.9,2.0,1.0,6.7,11.9,62.0,Amsterdam Zuid,buitenveldertoostmidden,buitenveldert oost midden,Buitenveldert Oost Midden,62.5,66.7,53.1,buitenveldert oost midden,Amsterdam Zuid,buitenveldert oost midden
Buitenveldert-Zuidoost,Amsterdam                               ,Buurt     ,1.1,0.5,10.2,40.4,5.4,0.8,3.0,1.0,7.0,12.0,3.0,1.0,6.0,8.0,0.3,3.2,20.0,59.6,0.3,12.1,67.1,295.2,1.7,0.0,5.9,85.7,0.3,3.7,43.6,215.4,0.2,14.3,113.9,568.1,1.4,1.8,3.0,1.3,2.9,6.8,3.8,5.5,46.5,53.9,2.4,12.8,49.0,59.0,4.2,3.7,1.1,13.0,18.0,2.4,2.7,0.4,6.0,11.0,61.6,Amsterdam Zuid,buitenveldertzuidoost,buitenveldert zuidoost,Buitenveldert Zuidoost,70.8,73.5,61.1,buitenveldert zuidoost,Amsterdam Zuid,buitenveldert zuidoost
Java-eiland,Amsterdam                               ,Buurt     ,0.7,1.0,11.9,66.1,4.0,1.6,3.8,2.0,5.1,10.9,4.0,1.0,4.1,8.9,1.3,0.2,17.2,77.2,0.7,2.1,78.8,510.9,1.3,0.2,67.0,436.9,0.6,2.0,79.1,487.3,0.3,5.4,166.8,1101.0,4.4,2.4,2.4,2.2,4.3,4.3,2.8,34.8,46.0,59.5,1.5,22.7,44.9,56.7,4.2,3.8,6.7,14.1,17.4,2.9,3.2,3.8,4.2,10.0,58.1,Other,javaeiland,javaeiland,Java-eiland,73.9,76.0,65.1,java eiland,Other,javaeiland
KNSM-eiland,Amsterdam                               ,Buurt     ,0.7,0.9,10.0,48.6,4.2,1.7,4.2,1.6,4.5,10.0,4.2,1.0,3.5,8.0,1.4,0.0,13.2,56.8,0.4,1.9,49.0,302.9,1.8,0.0,21.3,259.0,0.6,1.0,32.3,324.4,0.1,5.8,71.1,633.9,4.7,3.4,3.4,2.4,4.8,4.4,3.4,20.8,46.0,59.0,2.5,12.7,44.2,56.0,4.4,4.2,1.9,14.0,17.0,2.9,3.4,4.1,4.0,10.0,58.0,Other,knsmeiland,knsmeiland,KNSM-eiland,70.7,72.7,64.2,knsm eiland,Other,knsmeiland
Oostelijke Handelskade,Amsterdam                               ,Buurt     ,1.2,0.1,21.9,76.7,3.6,1.1,3.2,2.0,5.9,11.0,3.6,1.0,4.9,9.0,1.1,0.7,31.5,98.0,1.1,0.8,179.8,602.3,0.6,2.8,172.7,510.7,0.3,3.5,203.6,581.6,0.4,5.7,374.3,1382.0,3.8,1.8,1.8,1.9,3.8,4.2,2.3,38.1,46.0,59.9,0.8,29.8,45.1,58.0,3.8,3.3,8.9,14.0,18.8,2.7,2.7,3.3,4.2,10.7,58.9,Other,oostelijke handelskade,oostelijke handelskade,Oostelijke Handelskade,72.8,74.2,59.8,oostelijke handelskade,Other,oostelijke handelskade
Rietlanden,Amsterdam                               ,Buurt     ,0.5,2.1,27.6,75.8,3.0,0.7,3.0,2.0,5.3,11.0,3.0,1.0,4.3,9.0,0.5,2.8,30.4,88.9,0.4,9.9,115.0,568.3,0.5,2.9,70.2,465.6,0.3,5.4,96.4,544.5,0.3,10.2,208.5,1246.0,3.4,2.2,2.6,1.4,3.7,3.3,2.2,36.6,46.0,60.1,1.6,24.9,46.8,57.9,3.2,3.0,7.1,15.0,18.9,1.9,2.2,2.9,5.3,10.6,58.1,Other,rietlanden,rietlanden,Rietlanden,71.7,74.2,57.9,rietlanden,Other,rietlanden
Sporenburg,Amsterdam                               ,Buurt     ,0.6,1.6,19.5,61.4,3.5,1.0,3.5,1.9,5.0,10.9,3.5,1.0,4.0,8.9,0.7,2.0,22.6,72.1,0.5,6.5,80.0,418.7,1.0,0.8,35.7,355.3,0.5,3.5,54.0,433.1,0.6,6.8,117.1,917.5,3.9,2.6,3.2,1.7,4.1,3.6,2.6,27.8,46.0,59.8,2.2,18.9,46.5,57.3,3.6,3.5,3.6,14.7,18.1,2.1,2.6,3.4,4.9,10.1,58.0,Other,sporenburg,sporenburg,Sporenburg,77.5,78.5,68.9,sporenburg,Other,sporenburg
Borneo,Amsterdam                               ,Buurt     ,0.9,1.1,22.6,60.8,3.3,1.4,3.3,1.5,5.1,11.0,3.3,1.0,4.1,9.0,1.0,0.5,24.8,71.9,0.8,4.4,88.5,400.5,1.3,0.6,38.7,344.4,0.7,2.2,59.4,416.3,0.2,5.6,132.8,905.4,3.7,2.5,3.5,1.5,3.9,3.4,2.5,27.3,46.0,59.9,2.5,18.1,46.7,57.6,3.5,3.3,3.8,14.7,18.5,2.0,2.5,3.2,5.2,10.3,58.0,Other,borneo,borneo,Borneo,75.5,77.1,62.5,borneo,Other,borneo
Entrepot-Noordwest,Amsterdam                               ,Buurt     ,0.5,2.9,34.8,79.5,2.5,1.0,2.5,2.0,6.0,11.0,2.5,1.0,5.0,9.0,0.8,1.4,37.0,94.8,0.6,12.7,133.3,583.9,0.7,6.1,57.6,476.0,0.6,6.9,95.7,560.8,0.2,17.8,213.8,1301.0,3.3,1.9,3.0,1.0,3.2,2.9,1.7,38.0,46.0,60.1,1.8,26.2,47.4,58.0,2.8,2.5,7.5,15.0,19.0,1.5,1.7,2.5,6.0,11.0,58.7,Other,entrepotnoordwest,entrepotnoordwest,Entrepot-Noordwest,64.8,66.8,56.3,entrepot noordwest,Other,entrepotnoordwest
Bedrijvengebied Veelaan,Amsterdam                               ,Buurt     ,0.6,3.1,35.3,82.1,2.4,1.0,2.4,2.0,6.0,11.0,2.4,1.0,5.0,9.0,1.0,1.9,38.2,96.6,0.8,11.2,137.9,585.1,0.7,6.7,59.6,470.0,0.8,6.2,98.7,562.0,0.2,18.2,222.0,1305.0,3.4,1.7,3.2,0.9,3.0,2.9,1.6,38.6,46.0,60.1,1.7,27.1,47.9,58.1,2.6,2.4,7.9,15.0,19.0,1.4,1.6,2.3,6.0,11.0,59.0,Other,bedrijvengebied veelaan,bedrijvengebied veelaan,Bedrijvengebied Veelaan,71.6,74.7,65.2,bedrijvengebied veelaan,Other,bedrijvengebied veelaan
Architectenbuurt,Amsterdam                               ,Buurt     ,1.0,0.6,26.0,57.6,3.2,1.3,3.2,1.0,5.0,11.0,3.2,1.0,4.0,9.0,1.3,0.3,28.1,69.5,1.1,1.3,98.7,350.3,0.7,2.2,38.4,304.8,0.4,1.7,62.3,370.2,0.5,3.7,142.2,829.3,3.8,2.2,4.3,1.2,3.6,3.2,2.3,25.9,45.9,60.0,2.2,17.0,47.0,57.4,3.2,3.2,3.4,14.2,18.0,1.7,2.3,3.1,5.2,10.3,58.0,Other,architectenbuurt,architectenbuurt,Architectenbuurt,68.0,69.9,60.6,architectenbuurt,Other,architectenbuurt
